D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
08-Apr-23,2523,2067N,,Jour,,922761804,6,09-Apr-23,,
08-Apr-23,2582,2067N,,Jour,,922761546,3,05-May-23,,
08-Apr-23,4832,2067N,,Jour,,201327419,7,10-Apr-23,,
08-Apr-23,4355,922762784,,Nuit,,922762270,3,,,
08-Apr-23,28N,922762840,,Nuit,,,,05-May-23,,
08-Apr-23,5073,7781,,Nuit,,922762321,2,13-May-23,,
08-Apr-23,3796,2067N,,Nuit,,922762558,2,09-Apr-23,,
08-Apr-23,4137,922760194,,Nuit,,201328207,3,07-Jun-23,,
08-Apr-23,4136,2084N,,Nuit,,6363,4,,,
09-Apr-23,559N,2067N,,Nuit,,,6,,,
09-Apr-23,881N,2067N,,Nuit,,,3,,,
09-Apr-23,327N,922762776,,Nuit,,463N,2,,,
09-Apr-23,527J,2067N,,Jour,,922761711,1,12-Apr-23,,
10-Apr-23,572J,1896N,,Jour,,201328207,7,05-Jun-23,,
10-Apr-23,5037,922762843,,Jour,,922762113,6,,,
09-Apr-23,3129,1090J,,Jour,,922762180,7,,,
09-Apr-23,1001N,2067N,,Nuit,,828N,3,10-Apr-23,,
09-Apr-23,3812,2067N,,Nuit,,922761541,1,20-Apr-23,,
09-Apr-23,404N,2067N,,Nuit,,922762113,4,12-Apr-23,,
09-Apr-23,912J,8977,,Nuit,,10254,3,,,
09-Apr-23,973N,2067N,,Nuit,,,3,07-May-23,,
09-Apr-23,901N,2067N,,Nuit,,922760562,6,10-Apr-23,,
09-Apr-23,828N,237N,,Nuit,,10488,3,,,
09-Apr-23,899N,201327926,,Nuit,,8396,4,,,
09-Apr-23,168J,2067N,,Jour,,,,16-Apr-23,,
09-Apr-23,3619,2067N,,Jour,,,6,22-Apr-23,,
09-Apr-23,3912,1017N,,Jour,,922762346,4,,,
09-Apr-23,4246,2067N,,Jour,,9133,7,25-Apr-23,,
09-Apr-23,4065,922761958,,Jour,,,7,13-Jun-23,,
09-Apr-23,58N,2067N,,Nuit,,5131,1,11-Apr-23,,
09-Apr-23,353J,922762675,,Jour,,9865,7,,,
10-Apr-23,112N,922762791,,Nuit,,922761805,5,09-Jul-23,,
07-Apr-23,5246,1082J,,Jour,,,,08-Jun-23,,
07-Apr-23,5247,922759888,,Nuit,,9693,1,,,
07-Apr-23,5247,4670,,Nuit,,9693,2,,,
01-Apr-23,2028,2067N,,Jour,,,,10-Apr-23,,
01-Apr-23,2032,2067N,,Nuit,,,,10-Apr-23,,
05-Apr-23,3714,6177,,Jour,,922762693,6,,,
05-Apr-23,3184,1663J,,Jour,,922762699,3,,,
10-Apr-23,4139,2067N,,Nuit,,9182,5,11-Apr-23,,
10-Apr-23,4138,2067N,,Nuit,,7718,3,12-Apr-23,,
10-Apr-23,648J,922761478,,Jour,,,1,,,
10-Apr-23,3860,7944,,Jour,,,2,18-Apr-23,,
10-Apr-23,4764,922761099,,Nuit,,,3,21-Jun-23,,
10-Apr-23,3637,922762589,,Jour,,,7,14-May-23,,
10-Apr-23,507J,2067N,,Jour,,922761362,7,11-Apr-23,,
10-Apr-23,473J,2067N,,Jour,,201328252,5,19-Apr-23,,
10-Apr-23,78J,7496,,Jour,,,7,04-Jul-23,,
13-Apr-23,2039,9540,,Nuit,,1036N,2,03-May-23,,
13-Apr-23,4526,922761261,,Jour,,922761987,7,30-Apr-23,,
14-Apr-23,311J,922761825,,Jour,,,6,04-May-23,,
13-Apr-23,4502,403J,,Jour,,1N,1,,,
09-Apr-23,4010,922760191,,Jour,,201328085,6,,,
13-Apr-23,450J,922760215,,Jour,,201327503,6,,,
12-Apr-23,2118,9801,,Jour,,1509J,7,30-Apr-23,,
12-Apr-23,4006,1024N,,Nuit,,201328074,3,,,
11-Apr-23,3828,874J,,Jour,,8537,5,,,
12-Apr-23,324J,836J,,Jour,,,,,,
12-Apr-23,5248,2067N,,Nuit,,1311N,2,15-Apr-23,,
12-Apr-23,5248,5233,,Nuit,,1311N,4,,,
12-Apr-23,5249,922762774,,Jour,,1311N,6,,,
10-Apr-23,5250,2067N,,Jour,,,,11-Apr-23,,
10-Apr-23,5250,2067N,,Jour,,,,17-Apr-23,,
10-Apr-23,5251,2067N,,Nuit,,,7,11-Apr-23,,
07-Apr-23,4934,922761844,,Jour,,,3,,,
09-Apr-23,4181,2067N,,Jour,,220J,5,17-Apr-23,,
12-Apr-23,4828,922760000,,Jour,,922760475,4,,,
11-Apr-23,4810,922762775,,Jour,,922762450,6,,,
12-Apr-23,5163,2067N,,Jour,,,,17-Apr-23,,
11-Apr-23,5087,201328286,,Nuit,,6275,1,,,
13-Apr-23,243N,2067N,,Nuit,,922762159,4,14-Apr-23,,
13-Apr-23,2896,2067N,,Nuit,,9456,2,16-Apr-23,,
13-Apr-23,785N,2067N,,Nuit,,,,26-Apr-23,,
13-Apr-23,398N,922761406,,Nuit,,,4,01-Jul-23,,
13-Apr-23,398N,2067N,,Nuit,,,2,02-Jul-23,,
13-Apr-23,48N,7928,,Nuit,,,3,10-Jul-23,,
13-Apr-23,4926,5561,,Jour,,,1,25-May-23,,
13-Apr-23,5081,2067N,,Jour,,,6,11-Jun-23,,
13-Apr-23,4162,922761907,,Jour,,,7,,,
13-Apr-23,2164,2067N,,Jour,,922762214,7,17-Apr-23,,
13-Apr-23,3633,2067N,,Jour,,922762565,4,17-Apr-23,,
13-Apr-23,4684,2067N,,Jour,,,6,17-Apr-23,,
13-Apr-23,4830,9915,,Jour,,922762690,6,24-May-23,,
13-Apr-23,372J,201328120,,Jour,,922761849,3,11-May-23,,
13-Apr-23,3759,922762777,,Jour,,922760145,6,06-Jun-23,,
13-Apr-23,2393,785N,,Nuit,,201328136,3,,,
13-Apr-23,5042,922762790,,Nuit,,922762573,2,,,
13-Apr-23,4548,2067N,,Nuit,,922760431,3,14-Apr-23,,
13-Apr-23,786N,922760087,,Nuit,,,2,31-May-23,,
13-Apr-23,3942,201328014,,Jour,,,7,21-May-23,,
13-Apr-23,575N,1088N,,Nuit,,,3,13-Jun-23,,
13-Apr-23,4188,201327975,,Nuit,,,4,07-Jun-23,,
13-Apr-23,4701,9997,,Nuit,,,1,14-Apr-23,,
13-Apr-23,3943,201327841,,Nuit,,,5,21-May-23,,
13-Apr-23,4853,922762682,,Nuit,,922762615,3,,,
13-Apr-23,4138,922762608,,Nuit,,7718,3,,,
13-Apr-23,5222,922762743,,Nuit,,7863,4,26-Apr-23,,
13-Apr-23,2183,4908,,Nuit,,922761839,3,,,
13-Apr-23,5176,201328300,,Nuit,,922762745,1,25-Jun-23,,
13-Apr-23,5176,922762126,,Nuit,,922762745,2,25-Jun-23,,
13-Apr-23,5176,922762100,,Nuit,,922762745,3,25-Jun-23,,
13-Apr-23,5177,922761188,,Jour,,922762745,6,,,
13-Apr-23,5177,922762582,,Jour,,922762745,7,,,
08-Mar-23,3288,922760301,,Nuit,,922762746,3,08-Jun-23,,
08-Mar-23,3976,922761240,,Jour,,922762746,7,08-Jun-23,,
08-Mar-23,4849,332N,,Nuit,,922762746,1,08-May-23,,
08-Mar-23,2910,7149,,Nuit,,922762746,2,08-Jun-23,,
08-Mar-23,4850,1130J,,Jour,,922762746,6,08-Jun-23,,
13-Apr-23,4030,922762788,,Nuit,,9182,2,,,
13-Apr-23,2869,434J,,Jour,,922761635,6,14-Apr-23,,
13-Apr-23,3715,6874,,Jour,,,7,,,
13-Apr-23,3273,922761524,,Jour,,,7,,,
13-Apr-23,646J,9850,,Jour,,,,01-Jul-23,,
13-Apr-23,646J,2067N,,Jour,,,,08-Jun-23,,
13-Apr-23,646J,1174N,,Jour,,,,23-May-23,,
13-Apr-23,646J,59J,,Jour,,,,27-Jun-23,,
13-Apr-23,646J,922762463,,Jour,,,,09-May-23,,
13-Apr-23,3750,2067N,,Jour,,9161,7,16-Apr-23,,
13-Apr-23,413J,4652,,Jour,,922759772,3,,922762557,2
14-Apr-23,4366,922760611,,Jour,,5048,1,,,
14-Apr-23,4366,201327396,,Jour,,5048,7,29-Jun-23,,
14-Apr-23,4487,4490,,Nuit,,5048,4,19-May-23,,
14-Apr-23,4487,4906,,Nuit,,5048,3,,,
14-Apr-23,4488,10118,,Jour,,5048,2,,,
12-Apr-23,4431,201327510,,Nuit,,,,23-Apr-23,,
12-Apr-23,4432,2067N,,Jour,,,,14-Apr-23,,
13-Apr-23,4704,922762842,,Nuit,,10032,1,,,
13-Apr-23,337N,922761882,,Nuit,,90N,4,,,
13-Apr-23,2113,922761620,,Jour,,922762113,7,30-Apr-23,,
13-Apr-23,253N,7088,,Nuit,,922762113,4,19-Jun-23,,
13-Apr-23,404N,922762839,,Nuit,,,4,01-Jun-23,,
13-Apr-23,4924,791J,,Jour,,922759772,1,,922759772,2
13-Apr-23,3876,922762756,,Jour,,922762697,5,,922762697,6
13-Apr-23,2033,922760055,,Nuit,,,1,29-Apr-23,,
13-Apr-23,965N,2067N,,Nuit,,,4,29-Apr-23,,
13-Apr-23,4483,922760800,,Nuit,,,5,14-May-23,,
13-Apr-23,2392,201327676,,Jour,,,7,14-May-23,,
13-Apr-23,5002,922761003,,Nuit,,,2,29-Apr-23,,
13-Apr-23,710N,9150,,Nuit,,,3,29-Apr-23,,
13-Apr-23,4983,8804,,Jour,,922759772,4,,922759772,5
13-Apr-23,3917,922762094,,Nuit,,,2,23-Apr-23,,
13-Apr-23,3917,10198,,Nuit,,,1,23-Apr-23,,
13-Apr-23,3918,8393,,Jour,,,6,23-Apr-23,,
13-Apr-23,3918,201327738,,Jour,,,7,23-Apr-23,,
13-Apr-23,3589,922762039,,Nuit,,,3,23-Apr-23,,
13-Apr-23,5214,922761453,,Jour,,,5,23-Apr-23,,
13-Apr-23,871N,10390,,Nuit,,,3,31-May-23,,
13-Apr-23,506N,922760024,,Nuit,,,2,31-May-23,,
13-Apr-23,129N,1206N,,Nuit,,,4,26-Apr-23,,
13-Apr-23,4035,922762543,,Jour,,,6,13-Jun-23,,
13-Apr-23,814N,922762004,,Nuit,,,1,19-Jun-23,,
13-Apr-23,704J,4902,,Jour,,922762697,2,,922762697,3
13-Apr-23,4502,9172,,Jour,,922762557,3,,922762697,4
13-Apr-23,3989,7532,,Jour,,922762557,5,,922762557,6
13-Apr-23,3989,922762755,,Jour,,201327775,7,,7860,1
13-Apr-23,399J,842J,,Jour,,,6,,,
13-Apr-23,2467,1395J,,Jour,,220J,6,,,
13-Apr-23,2425,5792,,Jour,,5548,6,14-Apr-23,,
13-Apr-23,4299,344J,,Jour,,922762383,6,14-Jun-23,,
13-Apr-23,4298,7340,,Nuit,,922762383,1,15-Jun-23,,
13-Apr-23,4825,734J,,Jour,,1399J,5,28-Apr-23,,
13-Apr-23,4824,7704,,Nuit,,9053,4,,,
23-Mar-23,3968,4727,,Jour,,10235,6,,,
16-Apr-23,4313,922761959,,Jour,,,,10-May-23,,
16-Apr-23,2582,922761005,,Jour,,1840J,2,01-Jul-23,,
16-Apr-23,5248,922762089,,Nuit,,1311N,2,,,
16-Apr-23,5252,964J,,Jour,,,,14-May-23,,
16-Apr-23,5253,922761452,,Nuit,,,,14-May-23,,
16-Apr-23,5253,2067N,,Nuit,,,,17-Apr-23,,
16-Apr-23,5254,7555,,Jour,,,,17-Apr-23,,
16-Apr-23,5110,2067N,,Jour,,922762433,3,17-Apr-23,,
16-Apr-23,5255,2067N,,Nuit,,,,23-Apr-23,,
16-Apr-23,5255,2067N,,Nuit,,,,23-Apr-23,,
16-Apr-23,5209,922762342,,Nuit,,9374,2,08-May-23,,
16-Apr-23,5201,9829,,Nuit,,4803,2,,,
14-Apr-23,2024,696J,,Jour,,,6,,,
12-Apr-23,3171,922761502,,Jour,,1088J,7,27-May-23,,
14-Apr-23,2101,395N,,Nuit,,339N,1,,,
15-Apr-23,3827,922760227,,Nuit,,1245N,2,04-May-23,,
15-Apr-23,4012,922762095,,Jour,,6401,6,04-May-23,,
15-Apr-23,4007,533J,,Jour,,201328074,7,,,
15-Apr-23,324J,5792,,Jour,,,7,04-May-23,,
15-Apr-23,2425,922760414,,Jour,,5548,6,31-May-23,,
17-Apr-23,5167,934J,,Jour,,9723,7,,,
15-Apr-23,5256,922762848,,Jour,,,,14-May-23,,
15-Apr-23,5257,922762847,,Nuit,,,,14-May-23,,
14-Apr-23,5226,2067N,,Nuit,,922762655,5,16-Apr-23,,
17-Apr-23,5258,9570,,Nuit,,5788,4,,,
11-Apr-23,3588,2067N,,Jour,,,3,20-Jun-23,,
15-Apr-23,3065,2067N,,Jour,,922762654,5,24-Apr-23,,
16-Apr-23,4927,922762088,,Jour,,,,01-Jul-23,,
15-Apr-23,565J,2067N,,Jour,,201327838,7,,,
15-Apr-23,4506,922760208,,Nuit,,,2,16-Apr-23,,
15-Apr-23,4506,922761946,,Nuit,,,1,16-Apr-23,,
15-Apr-23,4785,922762424,,Jour,,,5,16-Apr-23,,
15-Apr-23,5004,922761992,,Jour,,,6,16-Apr-23,,
15-Apr-23,3862,371J,,Jour,,,7,16-Apr-23,,
15-Apr-23,4916,922762376,,Nuit,,,3,16-Apr-23,,
15-Apr-23,4156,922761604,,Jour,,,1,01-May-23,,
15-Apr-23,4608,7506,,Jour,,,2,01-May-23,,
15-Apr-23,3065,593J,,Jour,,,7,19-May-23,,
15-Apr-23,372J,922762405,,Jour,,,3,30-May-23,,
15-Apr-23,2869,434J,,Jour,,,6,01-May-23,,
15-Apr-23,4252,2067N,,Nuit,,,7,21-Jun-23,,
18-Apr-23,605J,109N,,Jour,,,,,,
18-Apr-23,5163,922762832,,Jour,,,,07-Jun-23,,
15-Apr-23,4553,922761497,,Nuit,,7810,2,03-May-23,,
16-Apr-23,3158,1733N,,Nuit,,922761729,1,04-May-23,,
16-Apr-23,3158,6303,,Nuit,,922761729,4,04-May-23,,
16-Apr-23,3159,5956,,Jour,,922761729,7,25-Apr-23,,
16-Apr-23,338N,5400,,Nuit,,922761729,2,04-May-23,,
16-Apr-23,338N,922762408,,Nuit,,922761729,3,04-May-23,,
16-Apr-23,146J,922761982,,Jour,,922761729,6,27-May-23,,
18-Apr-23,5165,10163,,Jour,,922762655,2,,,
18-Apr-23,4934,922762564,,Jour,,,1,14-May-23,,
18-Apr-23,5232,922762781,,Jour,,,,01-May-23,,
18-Apr-23,4934,922762751,,Jour,,,5,,,
10-Apr-23,5197,922762803,,Jour,,,6,11-Jun-23,,
10-Apr-23,881N,922761243,,Nuit,,,,19-Jun-23,,
11-Apr-23,901N,922762802,,Nuit,,922760562,6,17-Apr-23,,
11-Apr-23,4573,922762798,,Jour,,1953J,6,,,
12-Apr-23,4574,922762764,,Nuit,,,5,,,
12-Apr-23,5250,922762797,,Jour,,,,01-May-23,,
12-Apr-23,507J,922762796,,Jour,,922761362,7,,,
10-Apr-23,2523,922762795,,Jour,,922761804,6,,,
11-Apr-23,4832,922762794,,Jour,,201327419,7,10-Jun-23,,
11-Apr-23,1001N,922762792,,Nuit,,828N,3,02-May-23,,
10-Apr-23,3796,922762789,,Nuit,,922762558,2,19-May-23,,
02-Jan-23,931J,9568,,Jour,,201328234,6,10-Apr-23,,
13-Apr-23,527J,922762785,,Jour,,922761711,1,10-Apr-23,,
11-Apr-23,2032,922762783,,Nuit,,922760404,6,08-May-23,,
12-Apr-23,215J,922760405,,Jour,,922762801,6,,,
15-Apr-23,983N,817J,,Nuit,,922760404,1,,,
15-Apr-23,4701,9997,,Nuit,,201328325,1,,,
15-Apr-23,285J,8704,,Jour,,,6,03-May-23,,
15-Apr-23,458N,922760789,,Nuit,,922760404,4,,,
12-Apr-23,5251,922761869,,Nuit,,922760404,7,31-May-23,,
11-Apr-23,2028,922762780,,Jour,,,,23-Apr-23,,
12-Apr-23,4139,201328110,,Nuit,,9182,5,24-Apr-23,,
12-Apr-23,2890,922762779,,Nuit,,6416,2,,,
13-Apr-23,4530,922762778,,Jour,,,,,,
17-Apr-23,5188,2067N,,Jour,,922761623,1,23-Apr-23,,
17-Apr-23,5076,2067N,,Jour,,5891,7,07-Jun-23,,
17-Apr-23,168J,922760174,,Jour,,,,21-Jun-23,,
18-Apr-23,5150,922762811,,Jour,,922762373,7,24-May-23,,
18-Apr-23,659J,922762283,,Jour,,922762180,2,30-Jun-23,,
18-Apr-23,367J,922762741,,Jour,,,,24-May-23,,
19-Apr-23,4967,633N,,Nuit,,922761632,5,,,
18-Apr-23,3212,2067N,,Nuit,,9057,4,25-Apr-23,,
18-Jul-23,5134,2067N,,Jour,,1556J,5,,,
18-Apr-23,5233,201327406,,Jour,,,7,23-Apr-23,,
19-Apr-23,5045,4874,,Jour,,7015,6,13-May-23,,
18-Apr-23,5210,7555,,Jour,,9374,7,22-Jun-23,,
18-Apr-23,5254,1996J,,Jour,,,,14-May-23,,
26-Mar-23,244N,1047N,,Nuit,,922762760,1,14-May-23,,
26-Mar-23,4189,8607,,Jour,,922762760,6,14-May-23,,
26-Mar-23,4189,5376,,Jour,,922762760,5,14-May-23,,
26-Mar-23,4472,8935,,Jour,,922762760,7,14-May-23,,
26-Mar-23,3553,4584,,Nuit,,922762760,2,14-May-23,,
26-Mar-23,4224,201327702,,Nuit,,922762760,3,14-May-23,,
11-Apr-23,871N,922762054,,Nuit,,922762782,2,12-Jun-23,,
11-Apr-23,4414,922761336,,Nuit,,922762782,4,05-May-23,,
11-Apr-23,689N,8333,,Nuit,,922762782,1,12-Jun-23,,
11-Apr-23,322N,922760601,,Nuit,,922762782,3,12-Jun-23,,
11-Apr-23,126J,2067N,,Jour,,922762782,7,12-Jun-23,,
11-Apr-23,931J,9568,,Jour,,922762782,6,10-May-23,,
12-Apr-23,228N,922760583,,Nuit,,9274,2,31-May-23,,
12-Apr-23,193N,10276,,Nuit,,9274,4,08-Jun-23,,
12-Apr-23,125N,6708,,Nuit,,9274,3,20-May-23,,
12-Apr-23,3938,8228,,Jour,,9274,6,08-Jun-23,,
12-Apr-23,4036,9000,,Nuit,,9274,1,08-Jun-23,,
13-Apr-23,896N,922759718,,Nuit,,922762771,3,,,
13-Apr-23,896N,1614N,,Nuit,,922762771,4,,,
13-Apr-23,473N,806N,,Nuit,,922762771,2,,,
13-Apr-23,4603,922760874,,Jour,,922762771,7,,,
13-Apr-23,404N,922759728,,Nuit,,922762771,5,,,
13-Apr-23,4602,922761704,,Nuit,,922762771,1,,,
13-Apr-23,4914,922761648,,Jour,,922762772,6,23-Apr-23,,
13-Apr-23,237J,5641,,Jour,,922762772,4,23-Apr-23,,
13-Apr-23,237J,922760864,,Jour,,922762772,3,23-Apr-23,,
13-Apr-23,4947,922760908,,Jour,,922762772,5,23-Apr-23,,
13-Apr-23,4922,922762150,,Jour,,922762772,7,23-Apr-23,,
13-Apr-23,4921,922762370,,Nuit,,922762772,1,23-Apr-23,,
10-Apr-23,3062,922762799,,Nuit,,922762214,5,,,
18-Apr-23,504N,2067N,,Nuit,,922762665,3,14-May-23,,
18-Apr-23,5253,922761812,,Nuit,,,,14-May-23,,
18-Apr-23,5166,922762662,,Nuit,,922762690,2,24-May-23,,
17-Apr-23,5226,922762814,,Nuit,,922762655,5,31-May-23,,
17-Apr-23,363N,922762813,,Nuit,,7601,3,07-Jun-23,,
17-Apr-23,2896,922762812,,Nuit,,9456,2,,,
18-Apr-23,2164,922762810,,Jour,,922762214,7,,,
18-Apr-23,3633,922762809,,Jour,,922762565,4,05-May-23,,
18-Apr-23,5110,922761599,,Jour,,922762433,3,,,
13-Apr-23,4776,2074N,,Jour,,9133,6,31-May-23,,
18-Apr-23,5250,922762806,,Jour,,,,01-May-23,,
18-Apr-23,4684,922762805,,Jour,,,6,,,
06-Apr-23,3450,922762820,,Jour,,,6,,,
06-Apr-23,5245,922762819,,Nuit,,,,21-May-23,,
17-Apr-23,4506,922760208,,Nuit,,922762816,2,,,
17-Apr-23,4506,922761946,,Nuit,,922762816,1,,,
17-Apr-23,4916,922762376,,Nuit,,922762816,3,16-May-23,,
17-Apr-23,4785,922762424,,Jour,,922762816,5,,,
17-Apr-23,5004,922761992,,Jour,,922762816,6,,,
17-Apr-23,3862,371J,,Jour,,922762816,7,,,
18-Apr-23,3790,201328289,,Jour,,922762815,3,,,
18-Apr-23,4413,922761984,,Jour,,922762815,6,,,
18-Apr-23,4413,922762044,,Jour,,922762815,5,,,
18-Apr-23,3392,922761052,,Jour,,922762815,7,,,
18-Apr-23,473J,922760734,,Jour,,922762815,1,,,
18-Apr-23,2995,2067N,,Jour,,922762815,4,,,
18-Apr-23,5073,2067N,,Nuit,,,,19-Apr-23,,
18-Apr-23,346J,9751,,Jour,,922762801,2,04-May-23,,
21-Apr-23,4887,922761521,,Jour,,9184,7,,,
20-Apr-23,4339,922761192,,Nuit,,922761954,1,23-Apr-23,,
21-Apr-23,653J,706N,,Jour,,6041,6,,,
21-Apr-23,4241,922760133,,Jour,,8537,7,10-May-23,,
20-Apr-23,203J,922761929,,Jour,,,,07-Jun-23,,
20-Apr-23,2829,2067N,,Nuit,,,,29-Jun-23,,
20-Apr-23,473J,6108,,Jour,,201328252,5,,,
19-Apr-23,3588,922762438,,Jour,,,4,17-Jun-23,,
19-Apr-23,203J,922762442,,Jour,,2090N,7,06-Jul-23,,
18-Apr-23,367N,7385,,Nuit,,922760778,6,,,
19-Apr-23,5186,591N,,Nuit,,201328136,2,30-Apr-23,,
19-Apr-23,57N,450J,,Nuit,,922761954,3,,,
19-Apr-23,3940,955N,,Nuit,,922759723,4,,,
19-Apr-23,32J,1665J,,Jour,,10273,6,,201328190,7
19-Apr-23,98N,2002N,,Nuit,,201328190,1,,1483N,2
19-Apr-23,138J,922761032,,Jour,,201328190,5,,201328190,6
19-Apr-23,5259,922760872,,Nuit,,,,20-Jun-23,,
19-Apr-23,227N,,,Nuit,,,,19-Apr-23,,
19-Apr-23,5164,922762555,,Jour,,9048,6,01-Jun-23,,
18-Apr-23,4305,922760022,,Nuit,,10036,3,,,
16-Apr-23,4669,922762852,,Nuit,,5298,2,,,
18-Apr-23,574N,8194,,Nuit,,922762309,4,,,
18-Apr-23,2180,922759978,,Nuit,,922762309,3,,,
18-Apr-23,2180,201328024,,Nuit,,922762309,2,,,
18-Apr-23,2180,10368,,Nuit,,922762309,1,,,
18-Apr-23,2181,922762552,,Nuit,,922762309,5,,,
18-Apr-23,901N,922762802,,Nuit,,922762309,6,,,
19-Apr-23,235J,2067N,,Jour,,9453,7,25-Apr-23,,
18-Apr-23,3283,9760,,Jour,,,7,13-Jun-23,,
18-Apr-23,5192,2067N,,Jour,,,,19-Apr-23,,
18-Apr-23,4181,922762623,,Jour,,220J,5,,,
20-Apr-23,5260,2067N,,Nuit,,,,24-Apr-23,,
20-Apr-23,5261,2067N,,Jour,,,,21-Apr-23,,
17-Apr-23,288N,2067N,,Nuit,,922760778,1,26-Apr-23,,
21-Apr-23,145N,2067N,,Nuit,,8396,5,24-Apr-23,,
23-Apr-23,3619,922762282,,Jour,,,6,25-May-23,,
25-Apr-23,4139,922762358,,Nuit,,9182,5,,,
21-Apr-23,570J,2067N,,Jour,,,7,26-Apr-23,,
24-Apr-23,185J,922762824,,Jour,,922760722,6,,,
24-Apr-23,5188,201328176,,Jour,,922761623,1,,,
19-Apr-23,3860,2067N,,Jour,,,2,05-May-23,,
21-Apr-23,4048,2067N,,Nuit,,922762727,3,24-Apr-23,,
24-Apr-23,223N,8548,,Nuit,,,1,25-Apr-23,,
24-Apr-23,5255,1163N,,Nuit,,,,14-May-23,,
24-Apr-23,421N,10436,,Nuit,,922760857,3,18-Jun-23,,
24-Apr-23,5255,7348,,Nuit,,,,14-May-23,,
24-Apr-23,4129,2067N,,Jour,,7613,1,25-Apr-23,,
21-Apr-23,107J,5654,,Jour,,9785,7,,,
21-Apr-23,107J,404J,,Jour,,9785,5,,,
21-Apr-23,107J,405J,,Jour,,9785,6,,,
21-Apr-23,892N,2377N,,Nuit,,9785,2,,,
21-Apr-23,892N,1199N,,Nuit,,9785,3,,,
21-Apr-23,596N,922762267,,Nuit,,9785,1,,,
24-Apr-23,3471,922761258,,Nuit,,5060,1,,,
24-Apr-23,3256,922760316,,Nuit,,357N,3,,,
24-Apr-23,267N,790N,,Nuit,,922762104,2,,,
24-Apr-23,189N,8108,,Nuit,,922762161,3,26-Apr-23,,
20-Apr-23,4111,201328203,,Nuit,,922762614,3,14-May-23,,
18-Apr-23,4383,922762849,,Nuit,,922762159,1,,,
24-Apr-23,5236,5488,,Nuit,,8792,7,,,
24-Apr-23,719N,1969N,,Nuit,,8792,1,,,
23-Apr-23,3222,2067N,,Nuit,,,,23-Apr-23,,
24-Apr-23,5233,201327406,,Jour,,10235,7,,,
07-Apr-23,71J,922762821,,Jour,,922760145,3,,,
20-Apr-23,5192,922762827,,Jour,,,,01-May-23,,
20-Apr-23,5073,922762825,,Nuit,,,,30-Apr-23,,
20-Apr-23,5262,922762823,,Jour,,,,,,
19-Apr-23,680N,904N,,Nuit,,922762828,1,07-Jun-23,,
19-Apr-23,4447,922762229,,Nuit,,922762828,2,07-Jun-23,,
19-Apr-23,4680,626J,,Jour,,,1,08-May-23,,
19-Apr-23,3632,922761578,,Nuit,,922762828,5,07-Jun-23,,
19-Apr-23,530J,878J,,Jour,,922762828,7,07-Jun-23,,
24-Apr-23,4431,201327510,,Nuit,,922762746,4,25-May-23,,
13-Dec-22,4788,2067N,,Jour,,,,,,
24-Apr-23,4794,922762290,,Jour,,922760085,7,19-May-23,,
24-Apr-23,344J,922762391,,Jour,,6639,6,25-Apr-23,,
24-Apr-23,4794,2067N,,Jour,,922760085,6,25-Apr-23,,
24-Apr-23,339J,922761757,,Jour,,922761526,,25-Apr-23,,
24-Apr-23,344J,2067N,,Jour,,,5,09-Jun-23,,
24-Apr-23,2028,922762844,,Jour,,,5,08-Jun-23,,
23-Apr-23,4773,2067N,,Nuit,,1368N,4,24-Apr-23,,
24-Apr-23,4914,922761648,,Jour,,,6,01-May-23,,
24-Apr-23,237J,5641,,Jour,,,4,01-May-23,,
24-Apr-23,237J,922760864,,Jour,,,3,01-May-23,,
24-Apr-23,4947,922760908,,Jour,,,5,01-May-23,,
24-Apr-23,4922,922762150,,Jour,,,7,01-May-23,,
24-Apr-23,4921,922762370,,Nuit,,,1,01-May-23,,
24-Apr-23,3917,922762094,,Nuit,,922762772,2,,,
24-Apr-23,3917,10198,,Nuit,,922762772,1,08-May-23,,
24-Apr-23,3918,8393,,Jour,,922762772,6,,,
24-Apr-23,3918,201327738,,Jour,,922762772,7,,,
24-Apr-23,3589,922762039,,Nuit,,922762772,3,,,
24-Apr-23,5214,922761453,,Jour,,922762772,5,08-Jun-23,,
24-Apr-23,5234,922762199,,Nuit,,922761628,1,,,
15-Apr-23,3990,201327688,,Nuit,,201327775,3,,201327775,4
25-Apr-23,3952,922760991,,Nuit,,1799N,4,15-May-23,,
24-Apr-23,3256,4554,,Nuit,,,,,,
20-Apr-23,422N,201327439,,Nuit,,749N,2,11-May-23,,
20-Apr-23,901N,809N,,Nuit,,749N,3,,,
20-Apr-23,691J,1079J,,Jour,,749N,6,,,
20-Apr-23,3050,1661J,,Jour,,,7,01-Jul-23,,
20-Apr-23,3006,922762730,,Nuit,,749N,1,,,
20-Apr-23,145J,10362,,Jour,,749N,5,,,
24-Apr-23,2476,2336N,,Nuit,,922761954,1,,,
24-Apr-23,4339,922761192,,Nuit,,8536,1,29-Apr-23,,
18-Apr-23,4159,922762807,,Jour,,922762627,6,,,
04-Apr-23,4666,922760987,,Jour,,922762801,1,,,
05-Apr-23,5231,922762753,,Jour,,922762801,3,10-Jun-23,,
04-Apr-23,4728,922761265,,Jour,,922762801,5,10-May-23,,
04-Apr-23,847J,967J,,Jour,,922762801,7,,,
25-Apr-23,96J,4905,,Jour,,90N,6,,,
