D_affect,P,N,Qualite,Horaire,Type,R,Jour,Arrêt,Placement,Jr_pl
26-Feb-17,221N,1551N,,Nuit,,5812,5,18-Apr-17,,
26-Feb-17,722N,2067N,,Nuit,,422N,2,02-Mar-17,,
26-Feb-17,43J,2067N,,Jour,,4972,2,09-Mar-17,,
###############################################################################################################################################################################################################################################################,794N,1393N,,Nuit,,1N,3,25-Dec-17,,
26-Feb-17,794N,8004,,Nuit,,1N,4,12-Mar-17,,
26-Feb-17,1016N,2067N,,Nuit,,,4,12-Mar-17,,
26-Feb-17,2N,2067N,,Nuit,,1455N,4,26-Feb-17,,
26-Feb-17,767N,2067N,,Nuit,,,4,03-May-17,,
26-Feb-17,2924,6399,,Nuit,,,,16-Jun-17,,
26-Feb-17,2034,2067N,,Nuit,,7813,7,02-Mar-17,,
26-Feb-17,227N,2067N,,Nuit,,6506,,27-Feb-17,,
26-Feb-17,2033,2067N,,Nuit,,919N,1,28-Feb-17,,
26-Feb-17,2948,7922,,Nuit,,,,07-Mar-17,,
26-Feb-17,2949,2067N,,Jour,,,,07-Mar-17,,
26-Feb-17,617N,744N,,Nuit,,,5,19-Mar-17,,
26-Feb-17,2364,6058,,Nuit,,4877,5,24-Aug-17,,
26-Feb-17,2364,6059,,Nuit,,4877,6,24-Aug-17,,
26-Feb-17,815N,2067N,,Nuit,,7471,2,02-Mar-17,,
26-Feb-17,914N,329N,,Nuit,,2288N,6,04-Oct-17,,
26-Feb-17,1030N,2067N,,Nuit,,7927,1,28-Feb-17,,
26-Feb-17,2549,2067N,,Nuit,,5197,1,01-Mar-17,,
26-Feb-17,2950,2067N,,Nuit,,,,28-Feb-17,,
26-Feb-17,2951,2067N,,Jour,,,,28-Feb-17,,
26-Feb-17,2386,7364,,Nuit,,6665,1,15-Mar-17,,
26-Feb-17,671N,1042N,,Nuit,,171J,4,16-Oct-17,,
26-Feb-17,235J,2067N,,Jour,,374J,7,09-Mar-17,,
26-Feb-17,2846,1853J,,Jour,,,7,26-Feb-17,,
26-Feb-17,2946,653J,,Jour,,,6,17-Mar-17,,
26-Feb-17,682J,7613,,Jour,,,1,20-Mar-17,,
26-Feb-17,367J,7041,,Jour,,1656N,6,09-Mar-17,,
###############################################################################################################################################################################################################################################################,2837,2067N,,Nuit,,,,01-Mar-17,,
26-Feb-17,267N,7879,,Nuit,,,7,28-May-17,,
26-Feb-17,331N,2267N,,Nuit,,,7,09-Apr-17,,
26-Feb-17,2465,2067N,,Jour,,,6,01-Mar-17,,
26-Feb-17,200N,501N,,Nuit,,,3,22-Mar-17,,
26-Feb-17,200N,502N,,Nuit,,,1,22-Mar-17,,
26-Feb-17,200N,503N,,Nuit,,,2,22-Mar-17,,
26-Feb-17,980N,1735N,,Nuit,,,4,23-Mar-17,,
26-Feb-17,2313,2067N,,Nuit,,7959,2,28-Feb-17,,
26-Feb-17,773J,7912,,Jour,,8113,2,11-Jul-17,,
26-Feb-17,773J,6356,,Jour,,8113,3,16-Jul-17,,
26-Feb-17,2165,7281,,Jour,,8113,4,04-May-17,,
26-Feb-17,59J,943J,,Jour,,8113,5,17-Oct-17,,
26-Feb-17,46J,682J,,Jour,,8113,6,17-Oct-17,,
26-Feb-17,46J,593J,,Jour,,8113,7,24-Nov-18,,
26-Feb-17,24J,7680,,Jour,,,3,05-Mar-17,,
26-Feb-17,827N,1399J,,Nuit,,6883,4,05-Mar-17,,
26-Feb-17,920N,8049,,Nuit,,,3,01-Mar-17,,
26-Feb-17,864N,7031,,Nuit,,,2,28-Mar-17,,
26-Feb-17,653N,696N,,Nuit,,8085,7,27-Mar-17,,
26-Feb-17,2947,5721,,Nuit,,,,21-Mar-17,,
26-Feb-17,2854,6381,,Nuit,,7975,4,07-May-17,,
26-Feb-17,421N,2067N,,Nuit,,,2,28-Feb-17,,
26-Feb-17,119N,1089N,,Nuit,,,1,24-Apr-17,,
26-Feb-17,340N,8001,,Nuit,,7100,6,15-Jun-17,,
26-Feb-17,2952,2067N,,Nuit,,,,06-Mar-17,,
26-Feb-17,302N,8099,,Nuit,,,4,22-Jun-17,,
26-Feb-17,33J,1181J,,Jour,,7649,7,25-Jul-17,,
26-Feb-17,2J,2019J,,Jour,,8089,7,05-Apr-17,,
26-Feb-17,399J,8042,,Jour,,8073,7,25-Jul-17,,
###############################################################################################################################################################################################################################################################,2125,7443,,Jour,,7714,6,05-Mar-17,,
26-Feb-17,830J,1125J,,Jour,,1517N,7,10-Apr-17,,
26-Feb-17,2872,952J,,Jour,,8114,7,27-Feb-17,,
26-Feb-17,442J,245J,,Jour,,8119,7,14-May-17,,
26-Feb-17,2368,6979,,Jour,,8104,7,11-Oct-17,,
26-Feb-17,293J,7964,,Jour,,7645,3,14-Mar-17,,
###############################################################################################################################################################################################################################################################,647N,1281J,,Nuit,,1498J,2,01-Mar-17,,
26-Feb-17,658J,447N,,Jour,,,,01-Mar-17,,
26-Feb-17,310J,7684,,Jour,,8100,7,25-Jun-17,,
26-Feb-17,2846,1853J,,Jour,,7367,7,24-Aug-17,,
26-Feb-17,2782,7780,,Jour,,7901,7,06-May-18,,6
26-Feb-17,2913,4629,,Jour,,2263N,7,14-Feb-18,,
26-Feb-17,2849,286J,,Jour,,8103,7,17-Oct-17,,
26-Feb-17,160J,945J,,Jour,,7342,7,19-Apr-17,,
26-Feb-17,455J,312J,,Jour,,8120,7,22-Aug-17,,
26-Feb-17,455J,872J,,Jour,,8120,6,22-Aug-17,,
26-Feb-17,2483,6763,,Jour,,5648,7,27-Mar-17,,
26-Feb-17,2452,1204J,,Jour,,8106,7,26-Feb-17,,
26-Feb-17,2912,8031,,Jour,,,1,09-May-17,,
26-Feb-17,664J,4805,,Jour,,8082,7,16-Apr-17,,
26-Feb-17,561J,1094J,,Jour,,7398,7,12-Mar-17,,
26-Feb-17,561J,268J,,Jour,,7398,6,12-Mar-17,,
26-Feb-17,2452,7550,,Jour,,8106,7,19-Mar-17,,
26-Feb-17,834J,2067N,,Jour,,,7,08-Mar-17,,
26-Feb-17,2790,6820,,Nuit,,7357,1,26-Sep-17,,
27-Feb-17,600J,2067N,,Jour,,,7,28-Mar-17,,
27-Feb-17,2872,8114,,Jour,,,7,08-Nov-17,,
27-Feb-17,2591,1215J,,Jour,,5J,6,30-Nov-17,,
27-Feb-17,2730,6562,,Jour,,8073,1,15-Mar-17,,
27-Feb-17,184J,952J,,Jour,,7729,7,03-Jul-17,,
27-Feb-17,338J,1187J,,Jour,,2037J,7,28-Sep-17,,
27-Feb-17,183J,8033,,Jour,,,6,17-Mar-17,,
27-Feb-17,2941,655J,,Jour,,,,02-Mar-17,,
27-Feb-17,473J,7192,,Jour,,8110,3,10-Oct-17,,
27-Feb-17,473J,7322,,Jour,,8110,1,10-Oct-17,,
27-Feb-17,262N,6017,,Jour,,1113N,7,02-Mar-17,,
27-Feb-17,214J,7931,,Jour,,8076,1,21-Aug-18,,
27-Feb-17,214J,7973,,Jour,,8076,2,15-Aug-17,,
27-Feb-17,344J,1276J,,Jour,,7599,1,19-Mar-17,,
27-Feb-17,344J,7694,,Jour,,7599,2,09-Mar-17,,
27-Feb-17,344J,357J,,Jour,,7599,6,28-Mar-17,,
27-Feb-17,344J,1008J,,Jour,,7599,3,24-Sep-17,,
27-Feb-17,344J,7218,,Jour,,6641,7,12-Mar-17,,
27-Feb-17,344J,6594,,Jour,,6641,2,12-Mar-17,,
27-Feb-17,689J,8078,,Jour,,,5,22-Jun-17,,
27-Feb-17,676N,6012,,Jour,,8119,1,28-Feb-17,,
27-Feb-17,7J,6416,,Jour,,6635,2,12-Mar-17,,
27-Feb-17,864J,4584,,Jour,,8120,1,22-Aug-17,,
27-Feb-17,364N,6285,,Nuit,,8088,1,07-Aug-17,,
###############################################################################################################################################################################################################################################################,978N,1165N,,Nuit,,8097,1,10-Oct-17,,
27-Feb-17,65N,1010N,,Nuit,,5648,1,27-Mar-17,,
27-Feb-17,204N,438N,,Nuit,,8100,1,25-Jun-17,,
27-Feb-17,423N,8081,,Nuit,,1436J,4,01-Mar-17,,
27-Feb-17,2889,7673,,Jour,,8085,1,28-Mar-17,,
27-Feb-17,456N,6585,,Nuit,,8103,1,06-Sep-17,,
###############################################################################################################################################################################################################################################################,36N,7820,,Nuit,,,1,04-Apr-17,,
###############################################################################################################################################################################################################################################################,465N,2067N,,Nuit,,8104,1,05-Apr-17,,
27-Feb-17,2488,4497,,Nuit,,,2,28-Mar-17,,
27-Feb-17,30N,8098,,Nuit,,5634,4,15-Oct-17,,
27-Feb-17,976N,7727,,Nuit,,7759,4,09-Mar-17,,
###############################################################################################################################################################################################################################################################,142N,6168,,Nuit,,6318,1,05-Jul-18,,
27-Feb-17,189N,262J,,Nuit,,7649,1,25-Jul-17,,
27-Feb-17,227N,458N,,Nuit,,,,09-Jul-17,,
27-Feb-17,998N,7985,,Nuit,,8096,1,03-Sep-17,,
27-Feb-17,998N,1043N,,Nuit,,8096,3,14-Sep-17,,
27-Feb-17,584N,2067N,,Nuit,,,5,###############################################################################################################################################################################################################################################################,,
27-Feb-17,226N,6474,,Nuit,,6841,1,06-Jul-17,,
27-Feb-17,630N,2021N,,Nuit,,,2,07-Mar-17,,
27-Feb-17,1018N,7304,,Nuit,,206N,5,01-Mar-17,,
01-Mar-17,926J,2067N,,Jour,,,7,09-Apr-17,,
01-Mar-17,423N,8081,,Nuit,,,4,02-Mar-17,,
01-Mar-17,927N,961N,,Nuit,,,4,23-Mar-17,,
01-Mar-17,927N,6217,,Nuit,,,3,23-Mar-17,,
01-Mar-17,482N,1177N,,Nuit,,,7,07-May-17,,
01-Mar-17,113N,5048,,Nuit,,,1,02-Apr-17,,
01-Mar-17,899N,7827,,Nuit,,,2,16-May-17,,
01-Mar-17,1018N,7304,,Nuit,,,5,18-Jul-17,,
01-Mar-17,993N,7272,,Nuit,,,4,31-Mar-17,,
01-Mar-17,377J,756J,,Jour,,,6,17-Mar-17,,
01-Mar-17,789J,1165J,,Jour,,,7,17-Mar-17,,
01-Mar-17,118N,6621,,Nuit,,7103,2,20-Mar-17,,
01-Mar-17,53N,442N,,Nuit,,,3,15-Mar-17,,
01-Mar-17,835N,8032,,Nuit,,,1,13-Mar-17,,
01-Mar-17,1977,1293N,,Nuit,,7700,7,10-Mar-17,,
01-Mar-17,426N,2010N,,Nuit,,8102,2,14-May-17,,
###############################################################################################################################################################################################################################################################,426N,1006N,,Nuit,,8102,3,###############################################################################################################################################################################################################################################################,,
01-Mar-17,920N,8049,,Nuit,,8088,3,09-Mar-17,,
01-Mar-17,839N,2099N,,Nuit,,8085,3,02-May-17,,
01-Mar-17,658J,1281J,,Jour,,,,12-Mar-17,,
01-Mar-17,647N,447N,,Nuit,,1498J,2,12-Mar-17,,
01-Mar-17,2868,2067N,,Nuit,,8107,3,14-Mar-17,,
01-Mar-17,2868,2067N,,Nuit,,7929,4,09-Mar-17,,
01-Mar-17,66N,375N,,Nuit,,8103,3,13-Nov-17,,
01-Mar-17,2271,2067N,,Nuit,,,1,09-Mar-17,,
01-Mar-17,2589,7871,,Nuit,,7077,2,19-Mar-17,,
01-Mar-17,787N,1278N,,Nuit,,8097,3,10-Oct-17,,
01-Mar-17,860N,7396,,Nuit,,2231N,1,19-Mar-17,,
01-Mar-17,2504,583N,,Nuit,,1113N,2,19-Feb-18,,
01-Mar-17,338N,1354N,,Nuit,,5454,1,09-Mar-17,,
01-Mar-17,2947,5816,,Nuit,,,,21-Mar-17,,
01-Mar-17,2311,545N,,Nuit,,7671,3,02-May-17,,
01-Mar-17,2549,6034,,Nuit,,5197,1,19-Mar-17,,
01-Mar-17,2950,2090N,,Nuit,,,6,16-Apr-17,,
01-Mar-17,2892,8071,,Nuit,,7471,4,12-Jul-17,,
01-Mar-17,363N,6781,,Nuit,,6841,3,06-Jul-17,,
01-Mar-17,267N,2067N,,Nuit,,,7,28-Mar-17,,
01-Mar-17,2837,7028,,Nuit,,,,20-Mar-17,,
01-Mar-17,2902,2067N,,Nuit,,,,07-Mar-17,,
01-Mar-17,2942,7995,,Nuit,,,,07-Mar-17,,
01-Mar-17,310N,488N,,Nuit,,1517N,3,15-Aug-17,,
01-Mar-17,962N,671N,,Nuit,,8075,2,20-Mar-17,,
01-Mar-17,333N,651N,,Nuit,,7962,1,13-Jun-17,,
02-Mar-17,739J,2067N,,Jour,,,6,02-Mar-17,,
02-Mar-17,2955,652J,,Jour,,,6,18-May-17,,
02-Mar-17,2955,6731,,Jour,,,7,05-Mar-17,,
02-Mar-17,2598,5229,,Jour,,,7,19-Mar-17,,
02-Mar-17,2956,2067N,,Nuit,,,,05-Mar-17,,
02-Mar-17,2956,2067N,,Nuit,,,7,22-Mar-17,,
02-Mar-17,708J,2067N,,Jour,,1822N,1,02-Mar-17,,
02-Mar-17,2957,2067N,,Jour,,,,20-Mar-17,,
02-Mar-17,2958,7755,,Nuit,,,,20-Mar-17,,
02-Mar-17,2958,7754,,Nuit,,,,20-Mar-17,,
02-Mar-17,2959,2067N,,Jour,,,,19-Mar-17,,
02-Mar-17,322N,2067N,,Nuit,,5634,3,06-Mar-17,,
02-Mar-17,78N,7381,,Nuit,,,3,06-Mar-17,,
02-Mar-17,2454,456N,,Nuit,,,3,28-Mar-17,,
02-Mar-17,2454,959N,,Nuit,,,5,02-Apr-17,,
02-Mar-17,2774,893N,,Nuit,,,4,21-Mar-17,,
02-Mar-17,2773,876J,,Jour,,,7,19-Mar-17,,
02-Mar-17,495N,909N,,Nuit,,,1,20-Mar-17,,
02-Mar-17,459N,2067N,,Nuit,,7473,2,05-Mar-17,,
02-Mar-17,2352,6062,,Jour,,,6,17-Mar-17,,
02-Mar-17,2434,2067N,,Nuit,,,1,06-Mar-17,,
02-Mar-17,2459,7858,,Jour,,6534,7,13-Mar-17,,
02-Mar-17,257N,2067N,,Nuit,,,5,05-Mar-17,,
02-Mar-17,215J,639N,,Jour,,,5,05-Mar-17,,
02-Mar-17,2960,2067N,,Nuit,,,,05-Mar-17,,
02-Mar-17,2960,2067N,,Nuit,,,,18-Apr-17,,
02-Mar-17,2961,2067N,,Jour,,,,07-Mar-17,,
02-Mar-17,448N,7870,,Nuit,,1625N,3,21-Jun-17,,
02-Mar-17,2039,7498,,Nuit,,6759,1,29-Mar-17,,
02-Mar-17,423N,8081,,Nuit,,5727,4,18-Jul-17,,
02-Mar-17,446J,5060,,Jour,,,,09-Mar-17,,
02-Mar-17,844N,7244,,Nuit,,6883,3,09-Mar-17,,
02-Mar-17,262N,2067N,,Jour,,1113N,7,06-Mar-17,,
02-Mar-17,722N,6017,,Nuit,,422N,2,19-Mar-17,,
02-Mar-17,2915,7040,,Nuit,,,,11-Apr-17,,
02-Mar-17,815N,7740,,Nuit,,7471,2,22-Mar-17,,
02-Mar-17,2766,345N,,Nuit,,7679,7,19-Jun-18,,
02-Mar-17,2785,2067N,,Nuit,,,3,30-Mar-17,,
02-Mar-17,2785,2067N,,Nuit,,,2,30-Mar-17,,
02-Mar-17,2159,5277,,Nuit,,828N,4,11-May-17,,
02-Mar-17,2210,1996N,,Nuit,,6841,4,14-Mar-17,,
02-Mar-17,2941,655J,,Jour,,5804,4,11-Sep-17,,
02-Mar-17,964N,768N,,Nuit,,,4,23-Mar-17,,
02-Mar-17,791N,4580,,Nuit,,,1,12-Jun-17,,
02-Mar-17,776J,6858,,Jour,,,7,10-Apr-17,,
02-Mar-17,314N,7114,,Nuit,,,2,07-Mar-17,,
02-Mar-17,494J,359J,,Jour,,8120,4,22-Aug-17,,
02-Mar-17,929J,6744,,Jour,,8101,4,02-Apr-17,,
02-Mar-17,429J,5145,,Jour,,8089,4,10-Apr-17,,
02-Mar-17,2434,2067N,,Nuit,,2243N,2,22-Mar-17,,
02-Mar-17,131N,2067N,,Nuit,,,,10-Apr-17,,
02-Mar-17,803N,6639,,Nuit,,,3,02-May-17,,
02-Mar-17,2034,7600,,Nuit,,7813,7,20-Mar-17,,
02-Mar-17,2313,7681,,Nuit,,7959,2,14-May-17,,
05-Mar-17,827N,7680,,Nuit,,6883,4,12-Mar-17,,
05-Mar-17,24J,1399J,,Jour,,,3,12-Mar-17,,
05-Mar-17,2931,2067N,,Nuit,,,,14-Mar-17,,
05-Mar-17,2731,7555,,Jour,,8097,7,10-Oct-17,,
05-Mar-17,2856,7957,,Jour,,828N,7,10-Apr-17,,
05-Mar-17,2125,903N,,Jour,,7714,6,09-Apr-17,,
05-Mar-17,441J,5504,,Jour,,,7,12-Mar-17,,
05-Mar-17,628N,1693J,,Nuit,,7154,7,27-Mar-17,,
05-Mar-17,44N,2082N,,Nuit,,8118,7,15-Mar-17,,
05-Mar-17,995N,1942J,,Nuit,,1524N,4,22-Mar-17,,
05-Mar-17,2956,842J,,Nuit,,8015,7,06-Mar-17,,
05-Mar-17,2868,5228,,Nuit,,7929,4,27-Mar-17,,
05-Mar-17,338N,7097,,Nuit,,5454,3,09-Mar-17,,
05-Mar-17,164N,1280N,,Nuit,,6508,7,01-Jun-17,,
05-Mar-17,168N,470N,,Nuit,,5817,4,07-Aug-17,,
05-Mar-17,709N,2067N,,Nuit,,1274N,2,06-Mar-17,,
05-Mar-17,689N,4585,,Nuit,,5634,1,13-Mar-18,,
05-Mar-17,357N,2067N,,Nuit,,7197,1,25-Apr-17,,
05-Mar-17,281N,7653,,Nuit,,1144J,4,12-Mar-17,,
05-Mar-17,391N,1306N,,Nuit,,4824,3,29-Nov-17,,
05-Mar-17,2506,243N,,Nuit,,112J,2,11-Jun-17,,
05-Mar-17,2955,2067N,,Jour,,,7,06-Mar-17,,
05-Mar-17,232J,2067N,,Jour,,7604,5,12-Mar-17,,
05-Mar-17,2196,6068,,Nuit,,7702,3,06-Mar-17,,
05-Mar-17,2502,1240J,,Jour,,6761,7,14-May-17,,
,2502,,,Jour,,,,05-Mar-17,,
05-Mar-17,594J,6282,,Jour,,7231,7,11-Apr-17,,
05-Mar-17,2102,1267N,,Nuit,,1499N,4,04-Nov-18,,
05-Mar-17,265N,2067N,,Nuit,,7357,2,06-Jun-17,,
05-Mar-17,617N,2067N,,Nuit,,5434,2,31-Mar-17,,
05-Mar-17,215J,2067N,,Jour,,,5,10-Apr-18,,
05-Mar-17,257N,639N,,Nuit,,,5,13-Jun-17,,
05-Mar-17,259N,1100N,,Nuit,,7976,2,14-May-17,,
05-Mar-17,559N,6391,,Nuit,,7454,5,09-Apr-17,,
05-Mar-17,597N,5755,,Nuit,,7457,6,06-Jun-17,,
05-Mar-17,291N,8116,,Nuit,,7457,2,23-Mar-17,,
05-Mar-17,2927,6319,,Nuit,,,4,08-Aug-17,,
05-Mar-17,459N,1607N,,Nuit,,7473,2,07-May-17,,
05-Mar-17,943N,7735,,Nuit,,1827N,2,20-Mar-17,,
05-Mar-17,2960,7903,,Nuit,,,,12-Jun-17,,
05-Mar-17,2939,7516,,Jour,,,6,06-Mar-17,,
06-Mar-17,2408,614J,,Jour,,,1,12-Mar-17,,
06-Mar-17,2934,4748,,Jour,,1527N,1,08-Nov-17,,
06-Mar-17,250J,2067N,,Jour,,,6,02-May-18,,
06-Mar-17,2828,2067N,,Jour,,,,,,
06-Mar-17,627J,5269,,Jour,,7402,7,16-Jul-17,,
06-Mar-17,311J,7324,,Jour,,7253,7,30-Mar-17,,
06-Mar-17,42J,1088J,,Jour,,1186J,6,27-Mar-17,,
06-Mar-17,262N,1697J,,Jour,,1113N,7,01-Jun-17,,
06-Mar-17,2373,6066,,Jour,,6759,6,10-Oct-17,,
06-Mar-17,2431,662N,,Jour,,7810,7,31-May-17,,
06-Mar-17,2962,6012,,Jour,,,,14-Mar-17,,
06-Mar-17,203J,2067N,,Jour,,1001J,5,13-Mar-17,,
06-Mar-17,902J,2067N,,Jour,,844J,3,22-Mar-17,,
06-Mar-17,598N,7816,,Jour,,,7,24-Aug-17,,
06-Mar-17,844J,1483J,,Jour,,8092,1,02-Apr-17,,
06-Mar-17,2956,2067N,,Nuit,,8015,7,20-Mar-17,,
06-Mar-17,2955,842J,,Jour,,,7,21-Mar-17,,
06-Mar-17,2196,5233,,Nuit,,7702,3,17-May-17,,
06-Mar-17,709N,6068,,Nuit,,1274N,2,14-May-17,,
06-Mar-17,2939,2067N,,Jour,,,6,13-Mar-17,,7
06-Mar-17,2952,7516,,Nuit,,,,12-Mar-17,,
06-Mar-17,682N,2067N,,Nuit,,216J,3,20-Mar-17,,
06-Mar-17,78N,2067N,,Nuit,,,3,28-Mar-17,,
06-Mar-17,416N,2067N,,Nuit,,6190,2,06-Mar-17,,
06-Mar-17,2025,2053N,,Nuit,,2161N,1,19-Apr-17,,
06-Mar-17,402N,2067N,,Nuit,,7702,4,12-Mar-17,,
06-Mar-17,416N,8121,,Nuit,,6190,2,03-Apr-17,,
06-Mar-17,322N,7688,,Nuit,,5634,3,13-Mar-18,,
06-Mar-17,846N,4713,,Nuit,,8064,1,22-Jun-17,,
06-Mar-17,12N,6548,,Nuit,,6895,4,12-Mar-17,,
06-Mar-17,944N,5819,,Nuit,,8106,1,17-May-17,,
06-Mar-17,2232,734N,,Nuit,,,1,03-Apr-17,,
06-Mar-17,2843,7906,,Nuit,,7976,1,19-Apr-17,,
06-Mar-17,2400,595N,,Nuit,,5131,1,09-May-19,,
06-Mar-17,2800,2067N,,Jour,,,1,07-Mar-17,,
06-Mar-17,634N,976N,,Nuit,,7960,1,11-Jun-17,,
06-Mar-17,362N,2022N,,Nuit,,6158,1,22-Aug-17,,
06-Mar-17,972N,332N,,Nuit,,1455N,1,10-May-20,,
06-Mar-17,90N,319N,,Nuit,,1703J,4,15-Aug-17,,
06-Mar-17,2434,8083,,Nuit,,,1,13-Nov-17,,
07-Mar-17,781J,1947N,,Jour,,8120,2,30-Jul-17,,
07-Mar-17,2818,2067N,,Jour,,,,08-Mar-17,,
07-Mar-17,2902,7995,,Nuit,,,,08-Jun-17,,
07-Mar-17,2942,931N,,Nuit,,,,17-May-17,,
07-Mar-17,2963,7838,,Nuit,,,,17-Jul-17,,
07-Mar-17,2964,2067N,,Jour,,,,14-Mar-17,,
07-Mar-17,2965,2067N,,Nuit,,,,12-Mar-17,,
07-Mar-17,2966,7657,,Jour,,,,05-Apr-17,,
07-Mar-17,2217,7608,,Nuit,,,1,06-Nov-17,,
07-Mar-17,2469,6371,,Nuit,,,2,20-Mar-17,,
07-Mar-17,2469,6977,,Nuit,,,,20-Mar-17,,
07-Mar-17,2448,7779,,Nuit,,,4,17-Apr-17,,
07-Mar-17,2474,632J,,Jour,,,7,20-Mar-17,,
###############################################################################################################################################################################################################################################################,314N,2067N,,Nuit,,,2,07-Mar-17,,
07-Mar-17,2180,2067N,,Nuit,,1054J,1,28-Mar-17,,
07-Mar-17,710N,5457,,Nuit,,,5,20-Apr-17,,
07-Mar-17,104N,1163N,,Nuit,,,3,29-Mar-17,,
07-Mar-17,815J,877J,,Jour,,,7,02-Apr-17,,
07-Mar-17,102N,7310,,Nuit,,,4,23-Mar-17,,
07-Mar-17,684N,862N,,Nuit,,,2,20-Mar-17,,
07-Mar-17,420N,8047,,Nuit,,,1,02-Apr-17,,
07-Mar-17,2961,1312J,,Jour,,,7,28-May-17,,
07-Mar-17,844J,7621,,Jour,,8092,2,02-Apr-17,,
07-Mar-17,2728,6521,,Jour,,7604,1,08-Mar-17,,
07-Mar-17,865N,670N,,Nuit,,6883,1,14-Mar-17,,
07-Mar-17,738J,5400,,Jour,,,,14-Mar-17,,
07-Mar-17,2916,8046,,Nuit,,8107,2,08-Aug-17,,
07-Mar-17,39N,7704,,Nuit,,919N,3,02-Apr-17,,
07-Mar-17,105N,8090,,Nuit,,8106,2,09-May-17,,
07-Mar-17,314N,2067N,,Nuit,,8094,2,22-Mar-17,,
07-Mar-17,979N,4471,,Nuit,,7394,4,10-Mar-17,,
07-Mar-17,970N,1071N,,Nuit,,8087,2,09-Mar-17,,
07-Mar-17,2888,1733J,,Nuit,,8085,2,02-May-17,,
07-Mar-17,2143,2067N,,Nuit,,8088,2,19-Mar-17,,
07-Mar-17,494N,906N,,Nuit,,8097,2,16-May-17,,
###############################################################################################################################################################################################################################################################,786N,6080,,Nuit,,8096,2,11-Jun-17,,
07-Mar-17,630N,2021N,,Nuit,,39N,2,07-Jan-18,,
07-Mar-17,361N,2382N,,Nuit,,1517N,2,29-Aug-17,,
07-Mar-17,2712,7662,,Nuit,,2109N,3,13-Dec-17,,
07-Mar-17,417N,594N,,Nuit,,,4,25-Oct-17,,
07-Mar-17,417N,2002N,,Nuit,,8101,2,02-May-17,,
07-Mar-17,723N,333N,,Nuit,,6841,2,06-Jul-17,,
07-Mar-17,227N,2067N,,Nuit,,,,11-Apr-17,,
07-Mar-17,2118,293N,,Jour,,6635,4,23-May-17,,
07-Mar-17,2118,574J,,Jour,,1509J,6,10-Jul-17,,
08-Mar-17,2967,2067N,,Nuit,,,,12-Mar-17,,
08-Mar-17,2968,2067N,,Jour,,,,19-Mar-17,,
08-Mar-17,55N,2067N,,Nuit,,1211J,2,13-Mar-17,,
08-Mar-17,184N,2067N,,Jour,,,7,28-Mar-17,,
08-Mar-07,2818,498J,,Jour,,,,20-Aug-17,,
08-Mar-17,2728,7294,,Jour,,7604,1,12-Mar-17,,
08-Mar-17,2770,2067N,,Jour,,,7,03-Apr-17,,
08-Mar-17,834J,6587,,Jour,,,7,31-May-17,,
08-Mar-17,525N,2067N,,Nuit,,,,28-Mar-17,,
08-Mar-17,525N,2067N,,Nuit,,,,18-May-17,,
08-Mar-17,525N,2067N,,Nuit,,,,07-Aug-17,,
09-Mar-17,58N,478N,,Nuit,,,2,04-Apr-17,,
09-Mar-17,2260,7930,,Jour,,,7,28-May-17,,
09-Mar-17,916N,7284,,Nuit,,,4,13-Mar-17,,
09-Mar-17,338N,1354N,,Nuit,,,1,17-Apr-17,,
09-Mar-17,338N,7097,,Nuit,,,3,12-Mar-17,,
09-Mar-17,2115,2067N,,Nuit,,5905,1,28-Mar-17,,
09-Mar-17,514N,2067N,,Nuit,,1656N,7,20-Mar-17,,
09-Mar-17,968N,2067N,,Nuit,,7629,3,15-Mar-17,,
09-Mar-17,788N,2067N,,Nuit,,1799N,1,09-Apr-17,,
09-Mar-17,725J,2067N,,Jour,,,6,13-Mar-17,,
07-Mar-17,942N,2055N,,Nuit,,,2,14-Mar-17,,
07-Mar-17,942N,2061N,,Nuit,,,4,14-Mar-17,,
09-Mar-17,755N,2067N,,Nuit,,5734,3,28-Mar-17,,
09-Mar-17,2367,2067N,,Nuit,,7700,3,12-Mar-17,,
09-Mar-17,828N,641N,,Nuit,,,3,05-Apr-17,,
09-Mar-17,2757,2067N,,Jour,,,7,28-Mar-17,,
09-Mar-17,2756,7147,,Nuit,,,4,23-Mar-17,,
09-Mar-17,2660,6466,,Nuit,,,2,28-Mar-17,,
09-Mar-17,2201,350N,,Nuit,,,1,24-Apr-17,,
09-Mar-17,329N,1710N,,Nuit,,,5,28-Mar-17,,
09-Mar-17,2871,2067N,,Nuit,,6579,2,12-Mar-17,,
09-Mar-17,276N,2067N,,Nuit,,5886,2,12-Mar-17,,
09-Mar-17,2073,2067N,,Nuit,,,4,19-Mar-17,,
09-Mar-17,2916,8044,,Nuit,,8107,4,08-Aug-17,,
09-Mar-17,970N,1071N,,Nuit,,,2,21-Mar-17,,
09-Mar-17,2653,6837,,Nuit,,7548,1,04-Apr-17,,
09-Mar-17,3N,2079N,,Nuit,,1363N,2,06-Sep-17,,
09-Mar-17,2009,267N,,Nuit,,5812,2,10-Jan-18,,
09-Mar-17,204N,2067N,,Nuit,,7813,3,20-Mar-17,,
09-Mar-17,920N,954N,,Nuit,,8088,3,23-May-17,,
09-Mar-17,446J,7244,,Jour,,,,19-Mar-17,,
###############################################################################################################################################################################################################################################################,844N,5060,,Nuit,,6883,3,19-Mar-17,,
